Low temp setpoint,High temp setpoint,Availability,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
17.22545698,17.22545698,0,,,,
17.01235034,17.01235034,0,,,,
17.91121918,17.91121918,0,,,,
17.66751347,17.66751347,0,,,,
14.83637867,14.83637867,0,,,,
17.99790898,17.99790898,0,,,,
11.41226596,11.41226596,0,,,,
10.06069958,10.06069958,0,,,,
12.87985571,12.87985571,0,,,,
11.76896928,11.76896928,0,,,,
10.26049227,10.26049227,0,,,,
14.19710618,14.19710618,0,,,,
17.01124754,17.01124754,0,,,,
12.32832787,12.32832787,0,,,,
17.32563469,17.32563469,0,,,,
17.88493129,17.88493129,0,,,,
17.82323499,17.82323499,0,,,,
17.62217846,17.62217846,0,,,,
17.52372827,17.52372827,0,,,,
17.84030131,17.84030131,0,,,,
17.29710764,17.29710764,0,,,,
17.64858687,17.64858687,0,,,,
17.73384793,17.73384793,0,,,,
17.58595641,17.58595641,0,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
17.22545698,17.22545698,0,,,,
17.01235034,17.01235034,0,,,,
17.91121918,17.91121918,0,,,,
17.66751347,17.66751347,0,,,,
14.83637867,14.83637867,1,,31,,
17.99790898,17.99790898,0,,28,,
11.41226596,11.41226596,1,,31,,
10.06069958,10.06069958,1,,30,,
12.87985571,12.87985571,1,,31,,
11.76896928,11.76896928,1,,30,181,4344
10.26049227,10.26049227,1,,,,
14.19710618,14.19710618,1,,,,
17.01124754,17.01124754,0,,,,
12.32832787,12.32832787,1,,,,
17.32563469,17.32563469,0,,,,
17.88493129,17.88493129,0,,,,
17.82323499,17.82323499,0,,,,
17.62217846,17.62217846,0,,,,
17.52372827,17.52372827,0,,,,
17.84030131,17.84030131,0,,,,
17.29710764,17.29710764,0,,,,
17.64858687,17.64858687,0,,,,
17.73384793,17.73384793,0,,,,
17.58595641,17.58595641,0,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
10,17,1,,,,
